# Selection : patch(inlet)
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.0620833     	-8.095215e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0622917     	-6.301652e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0625        	-3.835190e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0627083     	-1.582139e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0629167     	8.187817e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.063125      	3.546751e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0633333     	5.784660e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0635417     	8.868716e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06375       	9.436491e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0639583     	1.131977e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0641667     	1.167034e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.064375      	1.261133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0645833     	1.210268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0647917     	1.365216e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.065         	1.197398e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0652083     	1.375079e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0654167     	1.266807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.065625      	1.359612e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0658333     	1.251067e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0660417     	1.407830e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.06625       	1.161074e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0664583     	1.217168e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0666667     	9.173370e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.066875      	8.792473e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0670833     	4.624381e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0672917     	2.501102e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0675        	-3.070001e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0677083     	-6.886761e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0678993     	-1.329275e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0680744     	-1.691290e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0682494     	-2.213758e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0684086     	-2.476354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0685677     	-2.965902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0687269     	-3.046762e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.068886      	-3.178398e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0690451     	-3.297654e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0691815     	-3.249857e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.069318      	-3.247543e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0694544     	-3.099306e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0695908     	-2.969363e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0697272     	-2.836385e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0698636     	-2.609598e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07          	-2.317791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0701389     	-2.239092e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0702778     	-1.986488e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0704147     	-1.816268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0705516     	-1.633950e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0706886     	-1.381836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0708235     	-1.265123e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0709585     	-1.158994e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0710934     	-8.741351e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0712284     	-7.703108e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0713654     	-6.848208e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0715025     	-3.914739e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0716395     	-2.402938e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0717789     	6.356318e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0719182     	8.458199e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0720576     	4.130764e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0721994     	5.621359e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0723412     	8.605052e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.072483      	9.216038e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0726276     	1.186373e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0727722     	1.261202e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0729167     	1.573928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0730643     	1.532755e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0732119     	1.743303e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0733627     	1.760092e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0735136     	1.916227e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0736644     	1.833034e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0738189     	1.883770e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0739735     	1.841012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.074128      	1.944420e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0742867     	1.693596e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0744454     	1.794225e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0746041     	1.463921e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0747628     	1.483898e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0749265     	9.879019e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0750901     	8.076408e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0752538     	2.226310e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0754174     	9.287600e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0755811     	-5.780736e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0757511     	-8.517558e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.075921      	-1.362320e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.076091      	-1.775134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0762609     	-2.263576e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0764309     	-2.735454e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0766009     	-3.102623e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0767708     	-3.580788e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0769408     	-3.927736e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0771107     	-4.390517e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0772807     	-4.672934e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0774506     	-5.034680e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0776206     	-5.460061e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0777906     	-5.638119e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0779605     	-6.102431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0781305     	-6.167443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0783004     	-6.598106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0784704     	-6.797418e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0786403     	-7.191500e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0788103     	-7.264744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0789803     	-7.765260e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0791502     	-7.926802e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0793202     	-8.388716e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0794901     	-8.638356e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0796601     	-9.059199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.07983       	-9.285975e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.08          	-9.691502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0801887     	-1.024046e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0803774     	-1.046840e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.080566      	-1.079984e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0807547     	-1.097295e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0809434     	-1.123483e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0811321     	-1.127889e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0813208     	-1.137542e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0815094     	-1.129314e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0817024     	-1.146324e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0818954     	-1.158275e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0820883     	-1.174854e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0822813     	-1.201785e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0824743     	-1.224650e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0826672     	-1.262685e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0828602     	-1.288625e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0830532     	-1.300289e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0832461     	-1.296418e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0834391     	-1.277273e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0836321     	-1.278648e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.083825      	-1.242307e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.084018      	-1.226762e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.084211      	-1.196746e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0844039     	-1.176270e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0845969     	-1.163955e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0847899     	-1.177701e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0849828     	-1.188254e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0851758     	-1.194175e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0853688     	-1.198597e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0855617     	-1.178787e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0857547     	-1.177069e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0859477     	-1.125543e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0861407     	-1.083192e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0863336     	-1.022355e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0865266     	-9.720318e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0867196     	-9.006983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0869125     	-8.520733e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0871055     	-7.904255e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0872985     	-7.375805e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0874914     	-6.920267e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0876844     	-6.169496e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0878774     	-5.464129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0880703     	-4.486762e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0882633     	-3.609973e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0884563     	-2.349673e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0886492     	-1.254239e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0888422     	-7.092617e-03	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0890352     	1.104089e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0892281     	2.191123e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0894211     	2.965148e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0896141     	3.646763e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.089807      	4.147582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.09          	4.616076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0901961     	5.101495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0903922     	5.615366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0905923     	5.996575e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0907925     	6.298355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0909926     	6.605860e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0911885     	6.909885e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0913843     	7.130963e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0915801     	7.252170e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0917806     	7.136094e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.091981      	7.038202e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0921815     	6.903495e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.092377      	6.846159e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0925724     	6.825488e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0927732     	6.635406e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0929739     	6.744500e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0931747     	6.957975e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0933754     	6.887534e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0935762     	6.644637e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0937769     	6.315468e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0939776     	5.993194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0941784     	5.402072e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0943791     	4.873335e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0945799     	3.947054e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0947806     	3.226520e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0949814     	2.371060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0951821     	1.729346e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0953829     	9.424821e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0955836     	2.494925e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0957844     	-4.876654e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0959851     	-1.177623e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0961858     	-1.877477e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0963866     	-2.519305e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0965873     	-2.999949e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0967881     	-3.514132e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0969888     	-3.757587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0971896     	-4.002232e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0973903     	-4.002285e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0975911     	-4.017264e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0977918     	-3.948404e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0979925     	-3.881444e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0981933     	-3.766342e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.098394      	-3.750783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0985948     	-3.668202e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0987955     	-3.621910e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0989963     	-3.504256e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.099197      	-3.419624e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0993978     	-3.193627e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0995985     	-3.011581e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.0997993     	-2.774775e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1           	-2.537854e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100204      	-2.314576e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100408      	-1.956210e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100608      	-1.850171e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.100808      	-1.605112e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101008      	-1.491839e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101207      	-1.234641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101407      	-1.133634e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101607      	-9.050385e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.101807      	-8.266001e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102007      	-6.058810e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102207      	-4.967786e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102406      	-3.189154e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102606      	-2.877198e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.102806      	-2.822659e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103006      	-2.253464e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103206      	-2.505183e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103406      	-3.433359e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103605      	-3.407536e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.103805      	-3.627204e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104005      	-4.331771e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104205      	-5.127888e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104405      	-5.236411e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104605      	-6.430624e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.104804      	-7.682001e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105004      	-8.541777e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105204      	-1.021611e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105404      	-1.174877e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105604      	-1.399227e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.105804      	-1.596676e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106003      	-1.884133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106203      	-2.179523e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106403      	-2.621903e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106603      	-2.991180e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.106803      	-3.536280e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107003      	-4.001836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107202      	-4.738789e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107389      	-5.138638e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107563      	-5.625184e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107737      	-6.165150e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.107899      	-6.508059e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10806       	-6.646386e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108222      	-6.800753e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10837       	-6.704101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108518      	-6.522290e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108666      	-6.231497e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108815      	-5.830192e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.108946      	-5.559347e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109078      	-5.317076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.10921       	-4.598777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109341      	-4.218790e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109473      	-3.688778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109605      	-3.150539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109737      	-2.808090e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.109868      	-2.264867e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11          	-1.708090e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110133      	-1.216626e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110267      	-5.259275e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1104        	3.555871e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110533      	3.341197e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110669      	1.166437e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110804      	1.796701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.110939      	2.657827e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111076      	3.264618e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111214      	4.159309e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111351      	4.884494e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11149       	5.933059e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11163       	7.126018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111772      	8.266429e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.111914      	9.369343e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112058      	1.029929e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112202      	1.152434e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11235       	1.263302e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112497      	1.396648e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112644      	1.511025e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112794      	1.628561e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.112944      	1.724489e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113097      	1.848190e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113251      	1.939951e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113404      	2.041855e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113561      	2.112304e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113718      	2.189236e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.113875      	2.193914e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114037      	2.244243e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114198      	2.235571e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114359      	2.249975e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11452       	2.185915e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114686      	2.119554e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.114852      	2.015650e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115018      	1.960022e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115184      	1.837711e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11535       	1.727824e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115523      	1.555502e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115695      	1.431219e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.115867      	1.240124e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116039      	1.102330e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116211      	9.057660e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116384      	7.646567e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116556      	5.814475e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.116728      	4.456165e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1169        	2.759574e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117072      	1.481983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117245      	3.614726e-02	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117417      	-9.806688e-01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117589      	-2.192053e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117761      	-3.075189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.117933      	-4.005940e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118106      	-4.796689e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118278      	-5.590921e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.11845       	-6.433966e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118622      	-7.195036e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118795      	-7.920209e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.118967      	-8.617337e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119139      	-9.266817e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119311      	-1.000177e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119483      	-1.043972e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119656      	-1.078341e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.119828      	-1.098049e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12          	-1.099088e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120189      	-1.118201e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120377      	-1.090550e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120566      	-1.076797e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120755      	-1.045344e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.120947      	-1.015791e+01	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12114       	-9.801597e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121333      	-9.706610e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12153       	-9.776683e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121727      	-9.788244e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.121924      	-9.929486e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.12212       	-9.903950e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
